State,FIPS,County,Population,Land Area (sq mi),Water Area (sq mi),Total Area (sq mi),Latitude,Longitude,Wind Speed (mph)
TX,48161,Freestone,"19,816",877.739,14.253,891.992,31.701654,–96.144237,20.27
CO,8043,Fremont,"46,824","1,533.07",0.863,"1,533.93",38.455658,–105.421438,21.63
ID,16043,Fremont,"13,242","1,863.53",32.159,"1,895.68",44.218091,–111.484429,14.61
IA,19071,Fremont,"7,441",511.15,5.488,516.638,40.743726,–95.599516,15.71
WY,56013,Fremont,"40,123","9,183.81",81.904,"9,265.72",43.055303,–108.605531,22.31
CA,6019,Fresno,"930,450","5,957.99",53.211,"6,011.20",36.761006,–119.655019,17.19
TX,48163,Frio,"17,217","1,133.50",0.847,"1,134.35",28.869334,–99.108788,14.34
NE,31063,Frontier,"2,756",974.592,5.488,980.08,40.530947,–100.406683,17.61
AR,5049,Fulton,"12,245",618.194,2.134,620.328,36.383443,–91.819239,16.86
GA,13121,Fulton,"920,581",526.635,7.69,534.325,33.790034,–84.468182,16.13
IL,17057,Fulton,"37,069",865.595,16.979,882.574,40.465688,–90.206793,21.45
IN,18049,Fulton,"20,836",368.388,2.877,371.265,41.050384,–86.265006,16.27
KY,21075,Fulton,"6,813",205.504,25.115,230.619,36.55262,–89.187723,16.14
NY,36035,Fulton,"55,531",495.469,37.411,532.88,43.115609,–74.423678,19.75
OH,39051,Fulton,"42,698",405.443,1.784,407.227,41.597264,–84.124267,13.37
PA,42057,Fulton,"14,845",437.551,0.504,438.055,39.910751,–78.122617,20.39
NE,31065,Furnas,"4,959",719.132,1.512,720.644,40.191991,–99.909661,13.88
FL,12039,Gadsden,"46,389",516.332,12.196,528.528,30.57917,–84.612783,14.11
NE,31067,Gage,"22,311",851.491,8.467,859.958,40.255234,–96.683453,16.21
TX,48165,Gaines,"17,526","1,502.38",0.488,"1,502.86",32.743942,–102.631562,16.73
VA,51640,Galax [9],"7,042",8.24,0.04,8.28,36.66564,–80.914308,20.9
IL,17059,Gallatin,"5,589",323.071,5.111,328.182,37.768677,–88.227964,17.13
KY,21077,Gallatin,"8,589",101.234,3.484,104.718,38.760184,–84.862114,12.28
MT,30031,Gallatin,"89,513","2,602.69",29.377,"2,632.07",45.535559,–111.173443,22.16
OH,39053,Gallia,"30,934",466.53,4.666,471.196,38.817046,–82.301746,17.8
TX,48167,Galveston,"291,309",378.358,495.45,873.808,29.228706,–94.894865,19.5
NE,31069,Garden,"2,057","1,704.28",26.593,"1,730.88",41.659381,–102.328229,15.79
CO,8045,Garfield,"56,389","2,947.56",8.274,"2,955.84",39.599352,–107.909780,17.78
MT,30033,Garfield,"1,206","4,675.36",172.118,"4,847.47",47.281174,–106.982212,21.03
NE,31071,Garfield,"2,049",569.79,1.593,571.383,41.905572,–98.922998,21.34
OK,40047,Garfield,"60,580","1,058.47",1.599,"1,060.07",36.378273,–97.787729,14.15
UT,49017,Garfield,"5,172","5,175.12",33.126,"5,208.25",37.831622,–111.450886,17.13
WA,53023,Garfield,"2,266",710.686,7.525,718.211,46.429474,–117.536715,17.45
AR,5051,Garland,"96,024",677.781,56.84,734.621,34.578861,–93.146915,18.09
KY,21079,Garrard,"16,912",230.077,3.868,233.945,37.630162,–84.545856,15.79
MD,24023,Garrett,"30,097",647.103,8.635,655.738,39.529871,–79.269416,23.21
OK,40049,Garvin,"27,576",802.121,11.568,813.689,34.70935,–97.312723,17.1
TX,48169,Garza,"6,461",893.412,2.787,896.199,33.183792,–101.301134,15.7
MO,29073,Gasconade,"15,222",517.803,6.638,524.441,38.441183,–91.505780,17.25
NC,37071,Gaston,"206,086",356.027,8.075,364.102,35.293344,–81.177256,16.98
NC,37073,Gates,"12,197",340.445,5.243,345.688,36.442135,–76.702355,20.25
KS,20061,Geary,"34,362",384.618,19.867,404.485,39.002155,–96.768038,14.63
OH,39055,Geauga,"93,389",400.164,8.129,408.293,41.499322,–81.173505,18.7
ID,16045,Gem,"16,719",560.9,4.805,565.705,44.061473,–116.398784,13.2
MI,26049,Genesee,"425,790",636.977,12.61,649.587,43.021077,–83.706372,15.52
NY,36037,Genesee,"60,079",492.936,2.372,495.308,43.00091,–78.192778,12.85
AL,1061,Geneva,"26,790",574.408,4.543,578.951,31.090866,–85.824346,17.08
MO,29075,Gentry,"6,738",491.422,0.294,491.716,40.209379,–94.404110,17.12
MS,28039,George,"22,578",478.708,4.944,483.652,30.855431,–88.642268,17.85
SC,45043,Georgetown,"60,158",813.547,221.1,"1,034.65",33.41753,–79.300812,13.84
IN,18051,Gibson,"33,503",487.486,11.679,499.165,38.317413,–87.580566,18.25
TN,47053,Gibson,"49,683",602.742,0.909,603.651,35.991694,–88.933776,13.94
AZ,4007,Gila,"53,597","4,757.93",37.495,"4,795.43",33.789618,–110.811870,18.28
FL,12041,Gilchrist,"16,939",349.677,5.562,355.239,29.723456,–82.795801,17.64
TN,47055,Giles,"29,485",610.927,0.248,611.175,35.202723,–87.035319,20.05
VA,51071,Giles,"17,286",355.781,4.64,360.421,37.31193,–80.717178,15.38
TX,48171,Gillespie,"24,837","1,058.21",3.467,"1,061.68",30.32639,–98.942106,19.69
OR,41021,Gilliam,"1,871","1,204.81",18.031,"1,222.84",45.381666,–120.211851,21.94
GA,13123,Gilmer,"28,292",426.54,4.706,431.246,34.690541,–84.453984,18.26
WV,54021,Gilmer,"8,693",338.503,1.576,340.079,38.915865,–80.849409,19.75
CO,8047,Gilpin,"5,441",149.896,0.364,150.26,39.861082,–105.528947,21.44
MT,30035,Glacier,"13,399","2,995.94",40.987,"3,036.92",48.705671,–112.990502,16.03
FL,12043,Glades,"12,884",806.009,180.839,986.848,26.95481,–81.190820,17.38
MI,26051,Gladwin,"25,692",501.779,14.151,515.93,43.98975,–84.389816,23.53
GA,13125,Glascock,"3,082",143.74,0.713,144.453,33.227491,–82.606913,12.95
TX,48173,Glasscock,"1,226",900.218,0.867,901.085,31.868591,–101.528971,14.83
CA,6021,Glenn,"28,122","1,313.95",13.031,"1,326.98",39.602546,–122.401700,15.69
NJ,34015,Gloucester,"288,288",322.005,15.172,337.177,39.721019,–75.143708,20.21
VA,51073,Gloucester,"36,858",217.807,70.174,287.981,37.403541,–76.523505,21.12
GA,13127,Glynn,"79,626",419.753,165.495,585.248,31.212747,–81.496517,24.61
MI,26053,Gogebic,"16,427","1,101.85",374.495,"1,476.34",46.488054,–89.788314,12.99
MT,30037,Golden Valley,884,"1,175.34",0.999,"1,176.34",46.380624,–109.174586,14.78
ND,38033,Golden Valley,"1,680","1,000.79",1.601,"1,002.39",46.938924,–103.844612,19.72
TX,48175,Goliad,"7,210",852.014,7.355,859.369,28.6607,–97.430415,18.97
TX,48177,Gonzales,"19,807","1,066.69",3.166,"1,069.85",29.468704,–97.477738,20.59
VA,51075,Goochland,"21,717",281.415,8.49,289.905,37.724166,–77.914273,15.84
MN,27049,Goodhue,"46,183",756.838,23.562,780.4,44.406178,–92.716000,21.53
ID,16047,Gooding,"15,464",728.973,4.745,733.718,42.973185,–114.821420,18.89
GA,13129,Gordon,"55,186",355.808,2.235,358.043,34.509667,–84.873862,20.64
WY,56015,Goshen,"13,249","2,225.39",6.788,"2,232.18",42.08958,–104.353482,15.1
NE,31073,Gosper,"2,044",458.155,4.568,462.723,40.509838,–99.824078,17.84
KS,20063,Gove,"2,695","1,071.67",0.095,"1,071.76",38.917239,–100.487360,16.12
GA,13131,Grady,"25,011",454.527,5.737,460.264,30.875863,–84.244772,18.98
OK,40051,Grady,"52,431","1,100.50",4.403,"1,104.90",35.021058,–97.886890,22.04
NH,33009,Grafton,"89,118","1,708.75",40.796,"1,749.55",43.926488,–71.842264,16.18
AZ,4009,Graham,"37,220","4,622.60",18.469,"4,641.07",32.931828,–109.878310,19.69
KS,20065,Graham,"2,597",898.522,0.231,898.753,39.349445,–99.880952,19.2
NC,37075,Graham,"8,861",292.079,9.586,301.665,35.348111,–83.830909,13.67
TN,47057,Grainger,"22,657",280.6,21.859,302.459,36.277463,–83.509493,15.87
CO,8049,Grand,"14,843","1,846.33",23.263,"1,869.59",40.123289,–106.095876,23.61
UT,49019,Grand,"9,225","3,671.54",12.139,"3,683.68",38.974326,–109.573450,14.59
ND,38035,Grand Forks,"66,861","1,436.38",3.127,"1,439.50",47.926003,–97.450851,20.89
VT,50013,Grand Isle,"6,970",81.811,112.857,194.668,44.801788,–73.300758,16.24
MI,26055,Grand Traverse,"86,986",464.331,136.984,601.315,44.718688,–85.553848,17.12
MT,30039,Granite,"3,079","1,727.42",5.631,"1,733.05",46.395358,–113.425683,14.54
AR,5053,Grant,"17,853",631.809,1.121,632.93,34.288063,–92.423984,17.58
IN,18053,Grant,"70,061",414.074,0.824,414.898,40.515758,–85.654946,15.94
KS,20067,Grant,"7,829",574.8,0.345,575.145,37.547537,–101.299362,19.73
KY,21081,Grant,"24,662",257.965,2.801,260.766,38.64921,–84.625946,20.08
LA,22043,Grant,"22,309",643.026,21.627,664.653,31.597787,–92.561716,19.79
MN,27051,Grant,"6,018",548.16,27.322,575.482,45.930743,–96.010699,15.39
NE,31075,Grant,614,776.224,7,783.224,41.915867,–101.756875,20.62
NM,35017,Grant,"29,514","3,961.63",5.926,"3,967.55",32.732087,–108.381504,21.93
ND,38037,Grant,"2,394","1,659.14",6.781,"1,665.92",46.357827,–101.639049,20.12
OK,40053,Grant,"4,527","1,000.87",2.711,"1,003.58",36.788254,–97.788151,21.54
OR,41023,Grant,"7,445","4,528.54",0.731,"4,529.27",44.496326,–119.014057,17.26
SD,46051,Grant,"7,356",681.458,6.08,687.538,45.172637,–96.772261,17.34
WA,53025,Grant,"89,120","2,679.51",111.806,"2,791.32",47.213633,–119.467788,21.9
WV,54023,Grant,"11,937",477.373,2.913,480.286,39.105988,–79.195064,18.13
WI,55043,Grant,"51,208","1,146.85",36.495,"1,183.34",42.870062,–90.695368,17.86
NC,37077,Granville,"59,916",531.57,4.929,536.499,36.299884,–78.657634,17.6
MI,26057,Gratiot,"42,476",568.464,3.147,571.611,43.292326,–84.604690,16.8
KY,21083,Graves,"37,121",551.743,5.045,556.788,36.723344,–88.649897,16.56
KS,20069,Gray,"6,006",868.867,0.43,869.297,37.744513,–100.451716,17.23
TX,48179,Gray,"22,535",925.974,3.359,929.333,35.402542,–100.812374,15.95
WA,53027,Grays Harbor,"72,797","1,902.03",322.379,"2,224.41",47.142786,–123.827043,12.77
KY,21085,Grayson,"25,746",496.698,14.333,511.031,37.458577,–86.344011,21.23
TX,48181,Grayson,"120,877",932.804,46.373,979.177,33.624508,–96.675699,16.13
VA,51077,Grayson,"15,533",442.175,3.78,445.955,36.656303,–81.225337,16.35
KS,20071,Greeley,"1,247",778.45,-,778.45,38.480408,–101.805984,17.37
NE,31077,Greeley,"2,538",569.811,0.845,570.656,41.5676,–98.530566,17.86
KY,21087,Green,"11,258",286.034,2.755,288.789,37.269637,–85.561403,21.42
WI,55045,Green,"36,842",583.957,0.508,584.465,42.677728,–89.605639,15.25
WI,55047,Green Lake,"19,051",349.437,30.861,380.298,43.76141,–88.987228,16.99
WV,54025,Greenbrier,"35,480","1,019.57",4.941,"1,024.51",37.924418,–80.450590,13.09
AL,1063,Greene,"9,045",647.11,12.831,659.941,32.844497,–87.964201,22.1
AR,5055,Greene,"42,090",577.699,1.864,579.563,36.119922,–90.565241,16.5
GA,13133,Greene,"15,994",387.435,18.775,406.21,33.576836,–83.167103,19.63
IL,17061,Greene,"13,886",543.019,3.253,546.272,39.355444,–90.387757,19.07
IN,18055,Greene,"33,165",542.495,3.423,545.918,39.0486,–87.005245,12.48
IA,19073,Greene,"9,336",569.574,1.641,571.215,42.042494,–94.388703,18.42
MS,28041,Greene,"14,400",712.755,5.941,718.696,31.212846,–88.634811,17.68
MO,29077,Greene,"275,174",675.304,2.576,677.88,37.258196,–93.340641,18.98
NY,36039,Greene,"49,221",647.161,10.888,658.049,42.286951,–74.149495,18.3
NC,37079,Greene,"21,362",265.928,0.472,266.4,35.481933,–77.681667,19.41
OH,39057,Greene,"161,573",413.729,2.526,416.255,39.687479,–83.894894,24.17
PA,42059,Greene,"38,686",575.949,2.029,577.978,39.848983,–80.225694,19.33
TN,47059,Greene,"68,831",622.165,1.952,624.117,36.178998,–82.847746,15
VA,51079,Greene,"18,403",156.246,0.659,156.905,38.297981,–78.470163,16.06
AZ,4011,Greenlee,"8,437","1,843.13",5.307,"1,848.43",33.238872,–109.242323,16.46
VA,51081,Greensville,"12,243",295.226,1.581,296.807,36.680225,–77.560261,17.43
KY,21089,Greenup,"36,910",344.397,10.053,354.45,38.563596,–82.933833,15.34
SC,45045,Greenville,"451,225",785.12,9.746,794.866,34.892645,–82.372077,15.51
KS,20073,Greenwood,"6,689","1,143.30",9.327,"1,152.63",37.878659,–96.242232,17.1
SC,45047,Greenwood,"69,661",454.726,8.2,462.926,34.155796,–82.127876,17.17
OK,40055,Greer,"6,239",639.324,4.308,643.632,34.935263,–99.552968,15.15
TX,48183,Gregg,"121,730",273.303,2.461,275.764,32.486397,–94.816276,17.1
SD,46053,Gregory,"4,271","1,014.96",38.572,"1,053.53",43.179094,–99.202158,14.64
MS,28043,Grenada,"21,906",422.107,27.297,449.404,33.770031,–89.802740,15.51
ND,38039,Griggs,"2,420",708.815,7.629,716.444,47.463463,–98.232444,16.64
TX,48185,Grimes,"26,604",787.459,14.144,801.603,30.543231,–95.988082,18.98
IL,17063,Grundy,"50,063",418.043,12.404,430.447,41.29241,–88.401055,18.03
IA,19075,Grundy,"12,453",501.858,0.036,501.894,42.403323,–92.790261,16.37
MO,29079,Grundy,"10,261",435.276,2.75,438.026,40.112541,–93.565054,15.36
TN,47061,Grundy,"13,703",360.534,0.588,361.122,35.387273,–85.722188,15.19
NM,35019,Guadalupe,"4,687","3,030.48",1.115,"3,031.60",34.869782,–104.784968,19.52
TX,48187,Guadalupe,"131,533",711.3,3.515,714.815,29.583208,–97.949027,11.83
OH,39059,Guernsey,"40,087",522.254,6.049,528.303,40.056665,–81.497875,19.68
NC,37081,Guilford,"488,406",645.704,11.924,657.628,36.079065,–79.788665,20.95
FL,12045,Gulf,"15,863",564.012,191.549,755.561,29.907257,–85.256537,13.57
CO,8051,Gunnison,"15,324","3,239.10",20.53,"3,259.63",38.669679,–107.078108,19.94
IA,19077,Guthrie,"10,954",590.62,2.454,593.074,41.683573,–94.501272,16.17
GA,13135,Gwinnett,"805,321",430.383,6.392,436.775,33.959101,–84.022938,16.39
SD,46055,Haakon,"1,937","1,810.53",16.391,"1,826.93",44.284312,–101.591790,15.47
GA,13137,Habersham,"43,041",276.74,2.286,279.026,34.635108,–83.526406,14.92
AK,2100,Haines,"2,508","2,318.60",406.903,"2,725.50",59.099905,–135.578102,16.32
AL,1065,Hale,"15,760",643.943,12.558,656.501,32.752796,–87.623061,21.23
TX,48189,Hale,"36,273","1,004.68",0.095,"1,004.78",34.068436,–101.822888,14.22
NC,37083,Halifax,"54,691",724.086,7.093,731.179,36.251438,–77.644842,16.08
VA,51083,Halifax,"36,241",817.839,11.795,829.634,36.766461,–78.939614,15.79
GA,13139,Hall,"179,684",392.782,36.513,429.295,34.317588,–83.818497,17.88
NE,31079,Hall,"58,607",546.289,5.856,552.145,40.866023,–98.498004,17.32
TX,48191,Hall,"3,353",883.492,20.605,904.097,34.453189,–100.576343,22.45
TN,47063,Hamblen,"62,544",161.179,14.625,175.804,36.218397,–83.266071,18.32
FL,12047,Hamilton,"14,799",513.79,5.266,519.056,30.491102,–82.951049,17.6
IL,17065,Hamilton,"8,457",434.665,1.226,435.891,38.085226,–88.539005,18.78
IN,18057,Hamilton,"274,569",394.267,8.17,402.437,40.04987,–86.020586,16.55
IA,19079,Hamilton,"15,673",576.751,0.759,577.51,42.390768,–93.709198,15.63
KS,20075,Hamilton,"2,690",996.508,1.121,997.629,37.995244,–101.793689,16.21
NE,31081,Hamilton,"9,124",542.878,4.143,547.021,40.877145,–98.021943,15.64
NY,36041,Hamilton,"4,836","1,717.37",90.431,"1,807.80",43.657879,–74.502456,15.79
OH,39061,Hamilton,"802,374",405.91,6.721,412.631,39.196927,–84.544187,20.82
TN,47065,Hamilton,"336,463",542.431,33.449,575.88,35.159186,–85.202296,18.26
TX,48193,Hamilton,"8,517",835.914,0.478,836.392,31.706982,–98.111794,20.77
SD,46057,Hamlin,"5,903",507.231,30.839,538.07,44.680619,–97.178598,22.31
MA,25013,Hampden,"463,490",617.14,17.111,634.251,42.136198,–72.635648,15.39
MA,25015,Hampshire,"158,080",527.255,17.954,545.209,42.339459,–72.663694,16.64
WV,54027,Hampshire,"23,964",640.249,4.38,644.629,39.31214,–78.611989,13.7
SC,45049,Hampton,"21,090",559.896,2.81,562.706,32.778323,–81.143362,20.22
VA,51650,Hampton [9],"137,436",51.413,84.886,136.299,37.04803,–76.297149,17.67
GA,13141,Hancock,"9,429",471.841,6.84,478.681,33.26922,–83.000465,17.15
IL,17067,Hancock,"19,104",793.726,20.67,814.396,40.405792,–91.167988,18.92
IN,18059,Hancock,"70,002",306.016,1.009,307.025,39.822604,–85.772904,18.83
IA,19081,Hancock,"11,341",571.005,2.033,573.038,43.075411,–93.743697,12.59
KY,21091,Hancock,"8,565",187.652,11.234,198.886,37.843389,–86.792773,15.7
ME,23009,Hancock,"54,418","1,586.89",758.043,"2,344.94",44.564906,–68.370703,18.22
MS,28045,Hancock,"43,929",473.748,78.752,552.5,30.391437,–89.479850,17.98
OH,39063,Hancock,"74,782",531.358,2.301,533.659,41.000471,–83.666034,25.91
TN,47067,Hancock,"6,819",222.34,1.152,223.492,36.52142,–83.227453,18.19
WV,54029,Hancock,"30,676",82.609,5.359,87.968,40.516931,–80.570057,16.17
SD,46059,Hand,"3,431","1,436.61",3.567,"1,440.18",44.546713,–99.004575,22.98
VA,51085,Hanover,"99,863",468.536,5.27,473.806,37.760166,–77.490992,15.46
TX,48195,Hansford,"5,613",919.81,0.598,920.408,36.272847,–101.356930,17.69
SD,46061,Hanson,"3,331",434.513,0.862,435.375,43.680612,–97.796845,17.79
GA,13143,Haralson,"28,780",282.165,1.01,283.175,33.795165,–85.220062,16.09
FL,12049,Hardee,"27,731",637.783,0.556,638.339,27.492846,–81.821580,19.78
TN,47069,Hardeman,"27,253",667.768,2.613,670.381,35.218131,–88.989037,18.99
TX,48197,Hardeman,"4,139",695.114,1.756,696.87,34.289904,–99.745697,16.09
IL,17069,Hardin,"4,320",177.528,4.051,181.579,37.517852,–88.266148,16.54
IA,19083,Hardin,"17,534",569.307,0.685,569.992,42.389955,–93.241081,14.43
KY,21093,Hardin,"105,543",623.278,6.858,630.136,37.695836,–85.963183,11.88
OH,39065,Hardin,"32,058",470.405,0.243,470.648,40.660415,–83.664077,17.53
TN,47071,Hardin,"26,026",577.318,18.976,596.294,35.201893,–88.185696,24.44
TX,48199,Hardin,"54,635",890.567,6.985,897.552,30.329612,–94.393149,19.23
NM,35021,Harding,695,"2,125.44",0.446,"2,125.89",35.863152,–103.829931,12.68
SD,46063,Harding,"1,255","2,671.38",6.547,"2,677.92",45.596612,–103.473867,13.49
WV,54031,Hardy,"14,025",582.312,2.172,584.484,39.010818,–78.843641,19.5
MD,24025,Harford,"244,826",437.089,89.554,526.643,39.537429,–76.299789,15.96
KY,21095,Harlan,"29,278",465.828,2.323,468.151,36.859223,–83.221497,16.7
NE,31083,Harlan,"3,423",553.466,20.595,574.061,40.178766,–99.403418,23.12
OK,40057,Harmon,"2,922",537.194,1.467,538.661,34.745971,–99.844194,24.51
NC,37085,Harnett,"114,678",594.987,6.317,601.304,35.368635,–78.871610,15.97
OR,41025,Harney,"7,422","10,133.17",93.241,"10,226.41",43.064355,–118.985949,15.63
KS,20077,Harper,"6,034",801.269,1.511,802.78,37.188184,–98.066590,11.95
OK,40059,Harper,"3,685","1,039.02",2.031,"1,041.05",36.800456,–99.662842,17.87
GA,13145,Harris,"32,024",463.869,9.087,472.956,32.731549,–84.912432,15.46
TX,48201,Harris,"4,092,459","1,703.48",74.005,"1,777.48",29.857273,–95.393037,17.27
IN,18061,Harrison,"39,364",484.516,2.005,486.521,38.18644,–86.103681,16.63
IA,19085,Harrison,"14,928",696.848,4.795,701.643,41.688584,–95.827149,11.77
KY,21097,Harrison,"18,846",306.364,3.498,309.862,38.443489,–84.332796,13.86
MS,28047,Harrison,"187,105",573.994,402.177,976.171,30.416536,–89.083376,16.65
MO,29081,Harrison,"8,957",722.504,3.901,726.405,40.34562,–93.992582,19.42
OH,39067,Harrison,"15,864",402.339,8.428,410.767,40.292318,–81.091565,19.44
TX,48203,Harrison,"65,631",899.951,15.803,915.754,32.547993,–94.374425,14.77
WV,54033,Harrison,"69,099",416.008,0.51,416.518,39.279199,–80.386487,15.86
VA,51660,Harrisonburg [9],"48,914",17.418,0.058,17.476,38.436013,–78.874197,13.89
GA,13147,Hart,"25,213",232.394,24.554,256.948,34.348733,–82.963290,17.55
KY,21099,Hart,"18,199",412.086,5.764,417.85,37.313856,–85.881995,20.22
CT,9003,Hartford [6],"894,014",735.097,15.527,750.624,41.806053,–72.732916,14.64
TX,48205,Hartley,"6,062","1,462.03",1.168,"1,463.20",35.840244,–102.610047,15.51
KS,20079,Harvey,"34,684",539.754,0.968,540.722,38.050144,–97.436707,16.83
KS,20081,Haskell,"4,256",577.521,0.352,577.873,37.55855,–100.876869,12.98
OK,40061,Haskell,"12,769",576.521,48.752,625.273,35.232294,–95.109578,18.74
TX,48207,Haskell,"5,899",903.131,7.132,910.263,33.175965,–99.730773,26.03
HI,15001,Hawai?i,"185,079","4,028.42","1,057.72","5,086.13",19.597764,–155.502443,15.64
TN,47073,Hawkins,"56,833",486.975,12.622,499.597,36.452206,–82.931386,17.81
NE,31085,Hayes,967,713.062,0.22,713.282,40.535786,–101.055580,17.72
TX,48209,Hays,"157,107",677.978,1.945,679.923,30.061225,–98.029267,14.18
NC,37087,Haywood,"59,036",553.692,0.933,554.625,35.557097,–82.972807,15.65
TN,47075,Haywood,"18,787",533.112,0.949,534.061,35.58669,–89.282536,15.55
GA,13149,Heard,"11,834",296.03,5.064,301.094,33.290968,–85.139594,17.5
TX,48211,Hemphill,"3,807",906.286,5.871,912.157,35.816237,–100.284807,17.18
AR,5057,Hempstead,"22,609",727.52,13.657,741.177,33.728611,–93.665809,17.59
IL,17071,Henderson,"7,331",378.872,16.348,395.22,40.815141,–90.938480,17.78
KY,21101,Henderson,"46,250",436.669,29.611,466.28,37.792542,–87.572577,15.3
NC,37089,Henderson,"106,740",373.068,2.163,375.231,35.336424,–82.479634,19.44
TN,47077,Henderson,"27,769",520.073,5.811,525.884,35.653995,–88.387674,18.95
TX,48213,Henderson,"78,532",873.748,74.583,948.331,32.211633,–95.853418,18.36
IN,18063,Hendricks,"145,448",406.911,1.866,408.777,39.768749,–86.510287,16.06
FL,12051,Hendry,"39,140","1,152.75",37.246,"1,190.00",26.53934,–81.151584,16.92
MN,27053,Hennepin,"1,152,425",553.591,52.956,606.547,45.006064,–93.475185,15.19
